entryID, flight ID, Destination, Destination_IATA, Continent, Country, Time, Status, Price, Distance, Emissions, TaxCuts 
0,6F603,Ponta Delgada,PDL,other,PT,2018-04-24T04:30:00Z,Departed,{'success': True, 'data': []},3911.0,692.247,2008.7524553571425
1,BLX753,Funchal,FNC,other,PT,2018-04-24T05:30:00Z,Departed,{'success': True, 'data': []},3932.0,695.9639999999999,2019.5383928571425
2,EZS1146,Basel,BSL,Europe,CH,2018-04-24T07:50:00Z,Departed,{'success': True, 'data': []},1479.0,261.78299999999996,759.638169642857
3,LG5782,Luxembourg,LUX,Europe,LU,2018-04-24T12:15:00Z,Still in STHLM,{'success': True, 'data': []},1306.0,231.16199999999998,670.7825892857142
4,MV521,Athens,ATH,Europe,GR,2018-04-24T11:10:00Z,Still in STHLM,2989.05,2411.0,426.74699999999996,1238.3283482142856
5,LO8122,Tallinn,TLL,Europe,EE,2018-04-24T05:35:00Z,Departed,990.67,379.0,97.403,282.6426339285714
6,SK117,Malmo,MMX,Europe,SE,2018-04-24T11:10:00Z,Still in STHLM,{'success': True, 'data': []},513.0,90.801,263.48504464285713
7,AT225,Casablanca,CMN,Africa,MA,2018-04-24T14:25:00Z,Still in STHLM,{'success': True, 'data': []},3436.0,608.1719999999999,1764.784821428571
8,LX1251,Zurich,ZRH,Europe,CH,2018-04-24T13:15:00Z,Still in STHLM,1411.38,1471.0,260.36699999999996,755.5292410714284
9,2N3104,Ornskoldsvik,OER,Europe,SE,2018-04-24T11:40:00Z,Still in STHLM,{'success': True, 'data': []},442.0,113.59400000000001,329.6254464285714
10,LO8120,Tallinn,TLL,Europe,EE,2018-04-24T20:25:00Z,Still in STHLM,990.67,379.0,97.403,282.6426339285714
11,LX1255,Zurich,ZRH,Europe,CH,2018-04-24T17:35:00Z,Still in STHLM,1411.38,1471.0,260.36699999999996,755.5292410714284
12,LO8126,Tallinn,TLL,Europe,EE,2018-04-24T16:45:00Z,Still in STHLM,990.67,379.0,97.403,282.6426339285714
13,LH805,Frankfurt,FRA,Europe,DE,2018-04-24T16:50:00Z,Still in STHLM,{'success': True, 'data': []},1188.0,210.27599999999998,610.1758928571428
14,QR172,Doha,DOH,Asia,QA,2018-04-24T20:40:00Z,Still in STHLM,{'success': True, 'data': []},4590.0,812.43,2357.497767857142
15,OS316,Vienna,VIE,Europe,AT,2018-04-24T16:25:00Z,Still in STHLM,1686.27,1243.0,220.011,638.4247767857142
16,EW7219,Hamburg,HAM,Europe,DE,2018-04-24T18:05:00Z,Still in STHLM,{'success': True, 'data': []},812.0,143.724,417.05625
17,EW9213,Dusseldorf,DUS,Europe,DE,2018-04-24T18:00:00Z,Still in STHLM,{'success': True, 'data': []},1149.0,203.373,590.1448660714285
18,LH2419,Munich,MUC,Europe,DE,2018-04-24T16:40:00Z,Still in STHLM,1542.79,1316.0,232.932,675.9187499999999
19,ASE867,Paris LBG,LBG,Europe,FR,2018-04-24T09:00:00Z,Departed,{'success': True, 'data': []},1532.0,271.164,786.8598214285713
20,0B148,Bucharest,OTP,Europe,RO,2018-04-24T18:30:00Z,Still in STHLM,{'success': True, 'data': []},1745.0,308.865,896.260044642857
21,SK1483,Oslo,OSL,Europe,NO,2018-04-24T17:50:00Z,Still in STHLM,910.35,417.0,107.169,310.98147321428564
22,2N806,Mariehamn,MHQ,Europe,AX,2018-04-24T18:40:00Z,Still in STHLM,{'success': True, 'data': []},135.0,34.695,100.67745535714285
23,2N495,Kokkola/Jakobst,KOK,Europe,FI,2018-04-24T19:00:00Z,Still in STHLM,{'success': True, 'data': []},558.0,98.76599999999999,286.5977678571428
24,SK897,Oslo,OSL,Europe,NO,2018-04-24T19:10:00Z,Still in STHLM,910.35,417.0,107.169,310.98147321428564
25,D86093,Madrid,MAD,Europe,ES,2018-04-24T17:20:00Z,Still in STHLM,1690.26,2596.0,459.49199999999996,1333.3473214285711
26,D85053,Malaga,AGP,Europe,ES,2018-04-24T17:20:00Z,Still in STHLM,1107.52,2992.0,529.584,1536.7392857142854
